id,movie_name,directed_by,produced_by,starring,music_by,distributed_by,running_time,country,language,edited_by
450,Last Knight (film),Dmitriy Dyachenko,Marina Zhigalova-Ozkan,"Viktor Khorinyak, Mila Sivatskaya, Konstantin Lavronenko, Elena Yakovleva, Ekaterina Vilkova",George Kallis,"Walt Disney Studios Sony Pictures Releasing, Walt Disney Studios Sony Pictures Releasing",00:01:54,Russia,Russian,Tim PavelkoAnton AnisimovAleksandr Amirov
125,The Shaggy D.A.,Robert Stevenson,Bill Anderson,"Dean Jones, Suzanne Pleshette, Tim Conway, Keenan Wynn",Buddy Baker,Buena Vista Distribution,00:01:31,United States,English,Bob BringNorman R. Palmer
302,"Mickey, Donald, Goofy: The Three Musketeers",Donovan Cook,Margot Pipkin,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings, April Winchell, Jeff Bennett, Maurice LaMarche, Rob Paulsen",Bruce Broughton,"Walt Disney Home Entertainment, Walt Disney Home Entertainment",00:01:07,United States,English,Bret Marnell
153,Trenchcoat (film),Michael Tuchner,Jerry Leider,"Margot Kidder, Robert Hays, David Suchet, Gila von Weitershausen, Ronald Lacey",Charles Fox,Buena Vista Distribution,00:01:31,United States,English,Frank J. Urioste
343,The Game Plan (film),Andy Fickman,"Mark Ciardi, ''Ross Greenburg, Justis Greene, Greg O''Connor","Dwayne The Rock Johnson, Madison Pettis, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez",Nathan Wang,Buena Vista Pictures Distribution,00:01:50,United States,English,Michael Jablow
211,The Hunchback of Notre Dame (1996 film),"Gary Trousdale, Kirk Wise",Don Hahn,"Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander, Charles Kimbrough, Mary Wickes, David Ogden Stiers",Alan Menken,Buena Vista Pictures Distribution,00:01:31,United States,English,Ellen Keneshea
238,Doug's 1st Movie,Maurice Joyce,David Campbell,"Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis, Alice Playten, Doris Belack",Mark Watters,Buena Vista Pictures Distribution,00:01:23,United States,English,Alysha CohenChristopher Gee
382,Tangled,"Nathan Greno, Byron Howard",Roy Conli,"Mandy Moore, Zachary Levi, Donna Murphy",Alan Menken,"Walt Disney StudiosMotion Pictures, Walt Disney StudiosMotion Pictures",00:01:40,United States,English,Tim Mertens
365,G-Force (film),Hoyt H. Yeatman Jr.,Jerry Bruckheimer,"Sam Rockwell, Tracy Morgan, Penélope Cruz, Jon Favreau, Nicolas Cage, Steve Buscemi, Zach Galifianakis, Bill Nighy, Will Arnett",Trevor Rabin,Walt Disney Studios Motion Pictures,00:01:30,United States,English,Mark Goldblatt
390,Prom (film),Joe Nussbaum,Ted Griffin,"Aimee Teegarden, Thomas McDonell, Cameron Monaghan, Nicholas Braun, Dean Norris, Danielle Campbell, Nolan Sotillo, Kylie Bunbury, Christine Elise, Raini Rodriguez",Deborah Lurie,Walt Disney StudiosMotion Pictures,00:01:44,United States,English,Jeffrey M. Werner
218,"Honey, We Shrunk Ourselves",Dean Cundey,Barry Bernardi,"Rick Moranis, Eve Gordon, Bug Hall, Robin Bartlett, Stuart Pankin, Allison Mack, Jake Richardson",Michael Tavera,Walt Disney Home Video,00:01:14,United States,English,Charles Bornstien
198,Man of the House (1995 film),James Orr,"Bonnie Bruckheimer, Marty Katz","Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",Mark Mancina,Buena Vista Pictures Distribution,00:01:36,United States,English,Harry Keramidas
229,Mulan (1998 film),"Barry Cook, Tony Bancroft",Pam Coats,"Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer, June Foray, James Hong, Pat Morita, George Takei",Jerry Goldsmith,Buena Vista Pictures Distribution,00:01:27,United States,English,Michael Kelly
305,National Treasure (film),Jon Turteltaub,Jerry Bruckheimer,"Nicolas Cage, Sean Bean, Harvey Keitel, Diane Kruger, Jon Voight, Justin Bartha, Christopher Plummer",Trevor Rabin,Buena Vista Pictures Distribution,00:02:11,United States,English,William Goldenberg
325,The Shaggy Dog (2006 film),Brian Robbins,"Tim Allen, David Hoberman","Robert Downey Jr., Kristin Davis, Danny Glover, Spencer Breslin, Philip Baker Hall",Alan Menken,Buena Vista Pictures Distribution,00:01:39,United States,English,Ned Bastille
21,The Living Desert,James Algar,"Ben Sharpsteen, Walt Disney",,Paul J. Smith,Buena Vista Distribution,00:01:09,United States,English,Norman R. Palmer
495,Polar Bear (film),Alastair Fothergill,"Keith Scholey, Roy Conli",,Harry Gregson-Williams,Disney+,00:01:24,United States,English,
257,Recess: School's Out,Chuck Sheetz,Toshio Suzuki,"Andrew Lawrence, Rickey DShon Collins, Jason Davis, Ashley Johnson, Courtland Mead, Pamela Adlon, Dabney Coleman, Melissa Joan Hart, April Winchell, Allyce Beasley, Ryan ODonohue, Peter MacNicol, Clancy Brown, Tony Jay, R. Lee Ermey, James Woods, Robert Stack",Denis M. Hannigan,Buena Vista Pictures Distribution,00:01:23,United States,English,Tony Mizgalski
158,The Journey of Natty Gann,Jeremy Kagan,Mike Lobell,"Meredith Salenger, John Cusack, Ray Wise",James Horner,Buena Vista Distribution,00:01:41,United States,English,David Holden
508,Crater (film),Kyle Patrick Alvarez,"Dan Levine, Shawn Levy","Mckenna Grace, Billy Barratt, Scott Mescudi",Dan Romer,Disney+,00:01:45,United States,English,James W. Harrison III
16,Treasure Island (1950 film),Byron Haskin,"Walt Disney, Perce Pearce","Bobby Driscoll, Robert Newton, Basil Sydney, Finlay Currie",Clifton Parker,"RKO Radio Pictures, RKO Radio Pictures",00:01:36,United StatesUnited Kingdom,English,Alan Jaggs
504,Diary of a Wimpy Kid: Rodrick Rules (2022 film),Luke Cormican,Jeff Kinney,"Brady Noon, Chris Diamantopoulos, Erica Cerra",John Paesano,Disney+,00:01:15,United StatesCanada,English,Sylvain BlaisRob LevesqueMatthew Sipple
18,The Story of Robin Hood (film),Ken Annakin,"Perce Pearce, Walt Disney","Richard Todd, Joan Rice, Peter Finch",Clifton Parker,RKO Radio Pictures Ltd.,00:01:24,United StatesUnited Kingdom,English,Gordon Pilkington
259,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise",Don Hahn,"Michael J. Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian, Jacqueline Obradors, Florence Stanley, David Ogden Stiers, John Mahoney, Jim Varney, Corey Burton, Leonard Nimoy",James Newton Howard,Buena Vista Pictures Distribution,00:01:36,United States,English,Ellen Keneshea
369,A Christmas Carol (2009 film),Robert Zemeckis,"Steve Starkey, Jack Rapke","Jim Carrey, Gary Oldman, Colin Firth, Bob Hoskins, Robin Wright Penn, Cary Elwes",Alan Silvestri,Walt Disney Studios Motion Pictures,00:01:36,United States,English,Jeremiah O'Driscoll
387,Mars Needs Moms,Simon Wells,"Robert Zemeckis, Jack Rapke, Steve Starkey","Seth Green, Dan Fogler, Elisabeth Harnois, Mindy Sterling, Joan Cusack",John Powell,Walt Disney StudiosMotion Pictures,00:01:28,United States,English,Wayne Wahrman
383,Tron: Legacy,Joseph Kosinski,Sean Bailey,"Garrett Hedlund, Jeff Bridges, Olivia Wilde, Bruce Boxleitner, James Frain, Beau Garrett, Michael Sheen",Daft Punk,Walt Disney Studios Motion Pictures,00:02:05,United States,English,James Haygood
400,Brave (2012 film),"Mark Andrews, Brenda Chapman",Katherine Sarafian,"Kelly Macdonald, Emma Thompson, Billy Connolly, Julie Walters, Robbie Coltrane, Kevin McKidd, Craig Ferguson",Patrick Doyle,Walt Disney StudiosMotion Pictures,00:01:33,United States,English,Nicholas C. Smith
311,Tarzan II,Brian Smith,Jim Kammerud,"Harrison Chad, George Carlin, Estelle Harris, Brad Garrett, Ron Perlman, Glenn Close, Lance Henriksen","Mark Mancina, Dave Metzger, Phil Collins",Walt Disney Home Entertainment,00:01:12,United States,English,Ron PriceJohn Royer
276,101 Dalmatians II: Patch's London Adventure,Jim Kammerud,Carolyn BatesLeslie Hough,"Bobby Lockwood, Barry Bostwick, Samuel West, Kath Soucie, Susanne Blakeslee, Jeff Bennett, Maurice LaMarche, Jason Alexander, Martin Short",Richard Gibbs,Walt Disney Home Entertainment,00:01:14,United States,English,Robert S. BichardRon Price
447,Cars 3,Brian Fee,Kevin Reher,"Owen Wilson, Cristela Alonzo, Chris Cooper, Armie Hammer, Larry the Cable Guy, Bonnie Hunt, Nathan Fillion, Lea DeLaria, Kerry Washington","Randy Newman, Randy Newman",Walt Disney StudiosMotion Pictures,00:01:42,United States,English,Jason Hudak
351,Beverly Hills Chihuahua,Raja Gosnell,"David Hoberman, Todd Lieberman, John Jacobs","Piper Perabo, Manolo Cardona, Jamie Lee Curtis, Andy García, George Lopez, Drew Barrymore",Heitor Pereira,Walt Disney StudiosMotion Pictures,00:01:31,United States,English,Sabrina Plisco
331,Brother Bear 2,Ben Gluck,Jim Ballantine,"Patrick Dempsey, Mandy Moore, Jim Cummings, Michael Clarke Duncan, Wendie Malick, Andrea Martin, Rick Moranis, Kathy Najimy, Catherine OHara, Jeremy Suarez, Wanda Sykes, Dave Thomas","Matthew Gerrard, Dave Metzger, Robbie Nevil",Walt Disney Home Entertainment,00:01:13,United States,English,
494,Better Nate Than Ever (film),Tim Federle,Marc Platt,"Joshua Bassett, Michelle Federer, Norbert Leo Butz, Lisa Kudrow",Gabriel Mann,Disney+,00:01:31,United States,English,Katie McQuerrey
452,A Wrinkle in Time (2018 film),Ava DuVernay,Jim WhitakerCatherine Hand,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Gugu Mbatha-Raw, Michael Peña, Zach Galifianakis, Chris Pine",Ramin Djawadi,Walt Disney StudiosMotion Pictures,00:01:50,United States,English,Spencer Averick
134,The Cat from Outer Space,Norman Tokar,Ron Miller,"Ken Berry, Sandy Duncan, Harry Morgan, Ronnie Schell, Roddy McDowall, McLean Stevenson",Lalo Schifrin,Buena Vista Distribution,00:01:44,United States,English,Cotton Warburton
95,The Boatniks,Norman Tokar,Ron Miller,"Robert Morse, Stefanie Powers, Phil Silvers, Norman Fell, Mickey Shaughnessy, Wally Cox",Bruce Belland,Buena Vista Distribution,00:01:40,United States,English,Cotton Warburton
151,Tron,Steven Lisberger,Donald Kushner,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes",Wendy Carlos,Buena Vista Distribution,00:01:36,United States,English,Jeff Gourson
127,Escape from the Dark,Charles Jarrott,Ron Miller,"Alastair Sim, Peter Barkworth, Maurice Colbourne, Chloe Franks",Ron Goodwin,Buena Vista Distribution,00:01:44,United KingdomUnited States,English,Richard Marden
237,My Favorite Martian (film),Donald Petrie,"Jerry Leider, Robert Shapiro, Marc Toberoff","Christopher Lloyd, Jeff Daniels, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole, Ray Walston",John Debney,Buena Vista Pictures Distribution,00:01:33,United States,English,Malcolm Campbell
478,Mulan (2020 film),Niki Caro,Chris Bender,"Yifei Liu, Donnie Yen, Jason Scott Lee, Yoson An, Gong Li, Jet Li","Harry Gregson-Williams, Harry Gregson-Williams",Walt Disney Studios Motion Pictures,00:01:55,United States,English,David Coulson
360,Hannah Montana: The Movie,"Peter Chelsom, Peter Chelsom","Billy Ray Cyrus, Alfred Gough, Miles Millar","Miley Cyrus, Emily Osment, Jason Earles, Melora Hardin, Vanessa Williams",John Debney,Walt Disney Studios Motion Pictures,00:01:37,United States,English,David Moritz
321,Glory Road (film),James Gartner,Jerry Bruckheimer,"Josh Lucas, Derek Luke, Jon Voight",Trevor Rabin,Buena Vista Pictures Distribution,00:01:58,United States,English,John Wright
488,Encanto,"Jared Bush, Byron Howard","Yvett Merino, Clark Spencer","Stephanie Beatriz, María Cecilia Botero, John Leguizamo, Mauro Castillo, es, Jessica Darrow, Angie Cepeda, Carolina Gaitán, Diane Guerrero, Wilmer Valderrama",Germaine Franco,Walt Disney StudiosMotion Pictures,00:01:42,United States,English,Jeremy Milton
275,Treasure Planet,"John Musker, Ron Clements",Roy Conli,"Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Hyde Pierce, Martin Short, Michael Wincott, Laurie Metcalf, Roscoe Lee Browne, Patrick McGoohan",James Newton Howard,Buena Vista Pictures Distribution,00:01:35,United States,English,Michael Kelly
408,Monsters University,Dan Scanlon,Kori Rae,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Nathan Fillion",Randy Newman,Walt Disney StudiosMotion Pictures,00:01:44,United States,English,Greg Snyder
97,The Aristocats,Wolfgang Reitherman,Winston Hibler,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson, Thurl Ravenscroft, Gary Dubin",George Bruns,Buena Vista Distribution,00:01:19,United States,English,Tom Acosta
126,Freaky Friday (1976 film),Gary Nelson,Ron Miller,"Jodie Foster, Barbara Harris, John Astin, Patsy Kelly, Dick Van Patten",Johnny Mandel,Buena Vista Distribution,00:01:37,United States,English,Cotton Warburton
66,The Sword in the Stone (1963 film),Wolfgang Reitherman,Walt Disney,"Rickie Sorensen, Karl Swenson, Junius Matthews, Sebastian Cabot, Norman Alden, Martha Wentworth",George Bruns,Buena Vista Distribution,00:01:19,United States,English,Donald Halliday
44,Kidnapped (1960 film),Robert Stevenson,Walt Disney,"Peter Finch, James MacArthur, Bernard Lee",Cedric Thorpe Davie,Buena Vista Distribution,00:01:37,United States,English,Gordon Stone
28,The Littlest Outlaw,Roberto Gavaldón,,"Pedro Armendáriz, Joseph Calleia",William Lava,Buena Vista Distribution,00:01:13,United StatesMexico,"English, Spanish",Carlos Savage
464,Lady and the Tramp (2019 film),Charlie Bean,Brigham Taylor,"Tessa Thompson, Justin Theroux, Kiersey Clemons, Thomas Mann, Janelle Monáe, F. Murray Abraham, Yvette Nicole Brown, Adrian Martinez, Ken Jeong, Sam Elliott","Joseph Trapanese, Joseph Trapanese",Walt Disney StudiosMotion Pictures,00:01:44,United States,English,Melissa Bretherton
280,Ghosts of the Abyss,James Cameron,"John Bruno, Andrew Wight",Bill Paxton,Joel McNeely,"Buena Vista Pictures Distribution, Summit Entertainment, Buena Vista Pictures Distribution (North America, United Kingdom)Summit Entertainment (International)",00:01:01,United States,English,"David C. Cook, John Refoua"
375,Prince of Persia: The Sands of Time (film),Mike Newell,Jerry Bruckheimer,"Jake Gyllenhaal, Ben Kingsley, Gemma Arterton, Alfred Molina",Harry Gregson-Williams,Walt Disney StudiosMotion Pictures,00:01:56,United States,English,"Michael Kahn, Martin Walsh, Mick Audsley"
240,Tarzan (1999 film),"Kevin Lima, Chris Buck",Bonnie Arnold,"Tony Goldwyn, Minnie Driver, Glenn Close, Alex D. Linz, Rosie ODonnell, Brian Blessed, Nigel Hawthorne, Lance Henriksen, Wayne Knight",Mark Mancina,Buena Vista Pictures Distribution,00:01:28,United States,English,Gregory Perler
467,Togo (film),Ericson Core,Kim Zubick,Willem Dafoe,"Mark Isham, Mark Isham",Walt Disney StudiosMotion Pictures,00:01:54,United States,English,Martin Pensa
430,ABCD 2,Remo D'Souza,Siddharth Roy Kapur,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Raghav Juyal, Punit Pathak, Dharmesh Yelande",Sachin–Jigar,UTV Motion Pictures,00:02:34,India,Hindi,Manan Ajay Sagar
367,Tinker Bell and the Lost Treasure,Klay Hall,Sean Lurie,"Mae Whitman, Jesse McCartney, Raven-Symoné, Lucy Liu, Kristin Chenoweth, Anjelica Huston",Joel McNeely,"Walt Disney Studios Motion Pictures, Walt Disney Studios Motion Pictures",00:01:22,United States,English,Jeremy Milton
80,"Monkeys, Go Home!",Andrew V. McLaglen,Walt Disney,"Maurice Chevalier, Yvette Mimieux, Dean Jones",Robert F. Brunner,Buena Vista Distribution,00:01:41,United States,English,Marsh Hendry
374,Oceans (film),Jacques Perrin,Jake Eberts,,Bruno Coulais,Pathé Distribution,00:01:44,France,French,Catherine MauchainVincent Schmidt
318,Chicken Little (2005 film),Mark Dindal,Randy Fullmer,"Zach Braff, Joan Cusack, Steve Zahn, Garry Marshall, Amy Sedaris, Mark Walton, Don Knotts",John Debney,Buena Vista Pictures Distribution,00:01:21,United States,English,Dan Molina
243,The Straight Story,David Lynch,"Neal Edelstein, Alain Sarde","Richard Farnsworth, Sissy Spacek, Harry Dean Stanton",Angelo Badalamenti,"Buena Vista Pictures Distribution, Walt Disney Pictures, Buena Vista Pictures Distribution (United States; under Walt Disney Pictures)FilmFour Distributors (United Kingdom)BAC Films (France), BAC Films",00:01:52,United StatesUnited KingdomFrance,English,Mary Sweeney
413,Saving Mr. Banks,John Lee Hancock,Alison Owen,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Bradley Whitford, Colin Farrell",Thomas Newman,"Walt Disney StudiosMotion Pictures, Walt Disney StudiosMotion Pictures",00:02:05,AustraliaUnited KingdomUnited States,English,Mark Livolsi
214,D3: The Mighty Ducks,Robert Lieberman,"Jordan Kerner, Jon Avnet","Emilio Estevez, Jeffrey Nordling, Joss Ackland",J. A. C. Redford,Buena Vista Pictures Distribution,00:01:44,United States,English,Patrick Lussier
117,Escape to Witch Mountain (1975 film),John Hough,"Ron Miller, Jerome Courtland","Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann",Johnny Mandel,Buena Vista Distribution,00:01:37,United States,English,Robert Stafford
457,Mary Poppins Returns,Rob Marshall,Marc Platt,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Colin Firth, Meryl Streep",Marc Shaiman,Walt Disney StudiosMotion Pictures,00:02:11,United States,English,Wyatt Smith
236,Mighty Joe Young (1998 film),Ron Underwood,Ted Hartley,"Bill Paxton, Charlize Theron, Rade Šerbedžija, Naveen Andrews, Regina King, Peter Firth, Linda Purl, David Paymer",James Horner,Buena Vista Pictures Distribution,00:01:54,United States,English,Paul Hirsch
303,The Incredibles,Brad Bird,John Walker,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Spencer Fox, Jason Lee, Samuel L. Jackson, Elizabeth Peña",Michael Giacchino,"Buena Vista Pictures Distribution, Buena Vista Pictures Distribution",00:01:55,United States,English,Stephen Schaffer
297,Home on the Range (2004 film),Will Finn,Alice Dewey Goldstone,"Roseanne Barr, Judi Dench, Jennifer Tilly, Cuba Gooding Jr., Randy Quaid, Steve Buscemi",Alan Menken,Buena Vista Pictures Distribution,00:01:16,United States,English,H. Lee Peterson
32,Westward Ho the Wagons!,William Beaudine,Bill Walsh,"Fess Parker, Kathleen Crowley, Jeff York, Sebastian Cabot, George Reeves, David Stollery",George Bruns,Buena Vista Distribution,00:01:30,United States,English,"Cotton Warburton, A.C.E."
270,Tarzan & Jane,"Victor Cook, Steve Loter",Steve Loter,"Michael T. Weiss, Olivia dAbo, Jeff Bennett, Jim Cummings, Grey DeLisle, John OHurley, Tara Strong, April Winchell, Nicollette Sheridan","Don Harper, Dave Metzger",Walt Disney Home Entertainment,00:01:15,United States,English,John Royer
392,Cars 2,John Lasseter,Denise Ream,"Owen Wilson, Larry the Cable Guy, Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard",Michael Giacchino,Walt Disney StudiosMotion Pictures,00:01:46,United States,English,Stephen Schaffer
0,Snow White and the Seven Dwarfs (1937 film),"David Hand, Perce Pearce, Larry Morey, Wilfred Jackson, Ben Sharpsteen",Walt Disney,"Adriana Caselotti, Roy Atwell, Pinto Colvig, Otis Harlan, Scotty Mattraw, Billy Gilbert, Eddie Collins","Frank Churchill, Leigh Harline, Paul Smith",RKO Radio Pictures,00:01:23,United States,English,
454,Christopher Robin (film),Marc Forster,"Brigham Taylor, Kristin Burr","Ewan McGregor, Hayley Atwell, Jim Cummings, Brad Garrett","Geoff Zanelli, Jon Brion",Walt Disney StudiosMotion Pictures,00:01:44,United States,English,Matt Chessé
395,The Muppets (film),James Bobin,"David Hoberman, Todd Lieberman","Amy Adams, Chris Cooper, Rashida Jones",Christophe Beck,"Walt Disney Studios Motion Pictures, Walt Disney Studios Motion Pictures",00:01:43,United States,English,James Thomas
222,Pooh's Grand Adventure: The Search for Christopher Robin,Karl Geurs,Gina Shay,"Jim Cummings, John Fiedler, Ken Sansom, Paul Winchell, Peter Cullen, Brady Bluhm, Andre Stojka",Carl Johnson,Walt Disney Home Video,00:01:16,"JapanUnited States, JapanUnited States",English,
217,Jungle 2 Jungle,John Pasquin,Brian Reilly,"Tim Allen, Martin Short, Sam Huntington, Lolita Davidovich, David Ogden Stiers, JoBeth Williams, Leelee Sobieski, Dominic Keating, Bob Dishy",Michael Convertino,"Buena Vista Pictures Distribution, Ariane Films",00:01:46,United StatesFrance,English,Michael A. Stevenson
258,Lady and the Tramp II: Scamp's Adventure,Darrell Rooney,Cory Edwards,"Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett, Jodi Benson",Danny Troob,"Walt Disney Home Entertainment, Walt Disney Home Entertainment",00:01:09,United States,English,Susan Edmunson
312,Herbie: Fully Loaded,Angela Robinson,Robert Simonds,"Lindsay Lohan, Justin Long, Breckin Meyer, Matt Dillon, Michael Keaton",Mark Mothersbaugh,Buena Vista Pictures Distribution,00:01:40,United States,English,Wendy Greene Bricmont
517,Inside Out 2,Kelsey Mann,Mark Nielsen,"Amy Poehler, Phyllis Smith, Lewis Black, Tony Hale, Liza Lapira, Maya Hawke",,Walt Disney StudiosMotion Pictures,,United States,English,
146,Amy (1981 film),Vincent McEveety,Jerome Courtland,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret OBrien, Nanette Fabray",Robert F. Brunner,Buena Vista Distribution,00:01:37,United States,English,Gregg McLaughlin
298,Sacred Planet,Jon LongHairul Salleh Askor,Jon LongKaren Fernandez Long,Arapata McKayTsaan CiqaeMae TuiCy Peck Jr.Mutang Urud,,"Buena Vista Pictures, Buena Vista PicturesDisney EnterprisesWalt Disney Pictures, Buena Vista PicturesDisney EnterprisesWalt Disney Pictures, Walt Disney Pictures, Buena Vista PicturesDisney EnterprisesWalt Disney Pictures",00:00:40,"CanadaMalaysiaUnited States, CanadaMalaysiaUnited States, CanadaMalaysiaUnited States",English,Jon Long
265,Return to Never Land,Robin Budd,Christopher ChaseMichelle Pappalardo-RobinsonDan Rounds,"Blayne Weaver, Corey Burton, Jeff Bennett",Joel McNeely,"Buena Vista Pictures Distribution, Buena Vista Pictures Distribution",00:01:13,United StatesCanadaAustralia,English,Antonio F. Rocco
487,Jungle Cruise (film),Jaume Collet-Serra,"John Davis, Beau Flynn, Dwayne Johnson, Dany Garcia","Dwayne Johnson, Emily Blunt, Édgar Ramírez, Jack Whitehall, Jesse Plemons, Paul Giamatti","James Newton Howard, Metallica",Walt Disney Studios Motion Pictures,00:02:07,United States,English,Joel Negron
333,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Robert Newmyer, Brian Reilly","Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret, Eric Lloyd, Spencer Breslin, Liliana Mumy, Alan Arkin, Martin Short",George S. Clinton,Buena Vista Pictures Distribution,00:01:32,United States,English,David Finfer
52,Nikki: Wild Dog of the North,"Jack Couffer, Don Haldane",Winston Hibler,"Jean Coutu, Émile Genest",Oliver Wallace,Buena Vista Distribution,00:01:13,United StatesCanada,English,Grant K. Smith
48,Swiss Family Robinson (1960 film),Ken Annakin,"Bill Anderson, Walt Disney","John Mills, Dorothy McGuire, James MacArthur, Janet Munro, Sessue Hayakawa, Tommy Kirk, Kevin Corcoran, Cecil Parker, Milton Reid, Larry Taylor",William Alwyn,Buena Vista Distribution,00:02:06,United States,English,Peter Boita
176,"Honey, I Blew Up the Kid",Randal Kleiser,"Dawn Steel, Edward S. Feldman","Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea",Bruce Broughton,Buena Vista Pictures Distribution,00:01:29,United States,English,Michael A. StevensonHarry Hitner
143,The Last Flight of Noah's Ark,Charles Jarrott,Ron Miller,"Elliott Gould, Geneviève Bujold, Ricky Schroder",Maurice Jarre,Buena Vista Distribution,00:01:37,United States,English,Gordon D. Brenner
171,Shipwrecked (1990 film),Nils Gaup,"John M. Jacobsen, Nigel Wooll",Gabriel Byrne,Patrick Doyle,Buena Vista Pictures Distribution,00:01:33,NorwaySwedenUnited States,"Norwegian, Swedish, English",Nils Pagh Andersen
434,The Jungle Book (2016 film),Jon Favreau,Brigham Taylor,"Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyongo, Scarlett Johansson, Giancarlo Esposito, Christopher Walken",John Debney,Walt Disney StudiosMotion Pictures,00:01:46,United States,English,Mark Livolsi
429,Inside Out (2015 film),Pete Docter,Jonas Rivera,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Diane Lane, Kyle MacLachlan",Michael Giacchino,Walt Disney StudiosMotion Pictures,00:01:35,United States,English,Kevin Nolting
224,Beauty and the Beast: The Enchanted Christmas,Andy Knight,Lori ForteSusan Kapigian,"Paige OHara, Robby Benson, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Haley Joel Osment, Bernadette Peters, Tim Curry, Paul Reubens",Rachel Portman,Walt Disney Home Video,00:01:12,"United StatesCanada, United StatesCanada",English,Daniel Lee
212,Aladdin and the King of Thieves,Tad Stones,Tad StonesJeannine Roussel,"Scott Weinger, John Rhys-Davies, Gilbert Gottfried, Jerry Orbach, Linda Larkin, Val Bettin, Robin Williams, Frank Welker",Mark Watters,"Walt Disney Home Video, Walt Disney Home Video",00:01:21,"United StatesAustraliaJapan, United StatesAustraliaJapan",English,Elen Orson
156,Return to Oz,Walter Murch,Paul Maslansky,"Nicol Williamson, Jean Marsh, Piper Laurie, Fairuza Balk",David Shire,Buena Vista Distribution,00:01:53,United StatesUnited Kingdom,English,Leslie Hodgson
185,The Three Musketeers (1993 film),Stephen Herek,"Joe Roth, Roger Birnbaum","Charlie Sheen, Kiefer Sutherland, Chris ODonnell, Oliver Platt, Tim Curry, Rebecca De Mornay",Michael Kamen,Buena Vista Pictures Distribution,00:01:45,United StatesAustria,English,John F. Link
204,The Big Green,Holly Goldberg Sloan,Roger Birnbaum,"Steve Guttenberg, Olivia dAbo, Jay O. Sanders",Randy Edelman,Buena Vista Pictures Distribution,00:01:39,United States,English,John F. Link
327,Cars (film),John Lasseter,Darla K. Anderson,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy, Tony Shalhoub, Michael Keaton, Richard Petty",Randy Newman,Buena Vista Pictures Distribution,00:01:57,United States,English,Ken Schretzmann
230,The Parent Trap (1998 film),Nancy Meyers,Charles Shyer,"Dennis Quaid, Natasha Richardson, Lindsay Lohan",Alan Silvestri,Buena Vista Pictures Distribution,00:02:08,"United States, United States",English,Stephen A. Rotter
473,Artemis Fowl (film),Kenneth Branagh,Judy Hofflund,"Lara McDonnell, Josh Gad, Tamara Smart, Nonso Anozie, Colin Farrell, Judi Dench",Patrick Doyle,Disney+,00:01:35,United States,English,Matthew Tucker
85,The Happiest Millionaire,Norman Tokar,"Walt Disney, Bill Anderson","Fred MacMurray, Tommy Steele, Greer Garson, Gladys Cooper, Geraldine Page, Hermione Baddeley, John Davidson, Lesley Ann Warren",Jack Elliott,Buena Vista Distribution,,United States,English,Cotton Warburton
92,Rascal (film),Norman Tokar,James Algar,"Steve Forrest, Bill Mumy",Buddy Baker,Buena Vista Distribution,00:01:25,United States,English,Norman R. Palmer
